source_,tgt_,model_id,model_human,pair,mqm_score,comet_xl,comet_xxl,prometheus,gemba_all_orig,gemba_all_literary,gemba_acc_literary,gemba_flu_literary,gemba_all_literary,gemba_sty_literary,gemba_term_literary,mqm_score_acc,mqm_score_fluency,mqm_score_style,mqm_score_term
Sarah came back with,Sarah kam mit ihr zu,batch1_google_gemma-1.1-7b-it//2262,gemma-1.1-7b-it,en-de,-13.333333333333334,0.528677344322204,0.501087069511413,4,-10.666666666666666,-13.666666666666666,-25,-5,-13.666666666666666,-6,-5,-27,-7,-6,0
Sarah came back with,Sarah kam mit ihr zu,google translate//2263,google translate,en-de,0.0,0.817016303539276,0.8789539337158201,4,-0.6666666666666666,-0.6666666666666666,0,0,-0.6666666666666666,-2,0,0,0,0,0
Sarah came back with,Sarah kam mit zurück,batch1_Qwen_Qwen2-beta-7B-Chat//2264,qwen2-beta-7b-chat,en-de,-21.333333333333332,0.128252938389778,0.21651417016983,2,-28.666666666666668,-28.666666666666668,-75,-6,-28.666666666666668,-5,0,-37,-12,-5,0
Sarah came back with,Sarah kam mit ihr zu,translator2//2265,translator,en-de,-4.0,0.8006867766380311,0.8728703856468201,2,-4.0,-4.0,-5,-5,-4.0,-2,0,-2,-10,0,0
Sarah came back with,Sarah kam mit ihr zu,translator1//2266,translator,en-de,-4.333333333333333,0.499723553657531,0.818475008010864,4,-4.0,-4.0,-5,-6,-4.0,-1,0,-4,-9,0,0
Sarah came back with,Sarah kam mit ihr zu,DeepL//2267,deepl,en-de,-1.3333333333333333,0.7800599336624141,0.867785513401031,2,-0.6666666666666666,-2.6666666666666665,-5,-1,-2.6666666666666665,-1,-1,0,-4,0,0
Sarah came back with,Sarah kehrte mit ihr,batch1_Unbabel_TowerInstruct-7B-v0.2//2268,towerinstruct-7b-v0.2,en-de,-8.333333333333334,0.7031567096710201,0.7280198931694031,5,-10.666666666666666,-11.333333333333334,-25,-7,-11.333333333333334,-2,0,-15,-10,0,0
Sarah came back with,Sarah kam mit ihr zu,nllb//2269,nllb,en-de,-15.666666666666666,0.750285148620605,0.8285030126571651,2,-2.3333333333333335,-2.6666666666666665,-6,-1,-2.6666666666666665,-1,0,-46,-1,0,0
Sarah came back with,Sarah kam mit ihr zu,m2m//2270,m2m,en-de,-5.333333333333333,0.7259142994880671,0.599497497081756,4,-27.333333333333332,-20.333333333333332,-50,-5,-20.333333333333332,-6,0,-16,0,0,0
Sarah came back with,Sarah kehrte mit ihr,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2271,meta-llama-3-8b-instruct,en-de,-11.0,0.7321279048919671,0.741377234458923,2,-4.0,-4.0,-5,-5,-4.0,-2,0,-20,-6,-7,0
At last both slept: ,Endlich schliefen be,translator1//2272,translator,en-de,-0.5,0.7127881646156311,0.7831683754920961,4,-1.75,-3.0,-5,-5,-3.0,-1,-1,-2,0,0,0
At last both slept: ,Schließlich schliefe,batch1_google_gemma-1.1-7b-it//2273,gemma-1.1-7b-it,en-de,-4.75,0.6801770329475401,0.612831652164459,4,-10.5,-10.5,-30,-6,-10.5,-6,0,-15,-2,-2,0
At last both slept: ,Endlich schliefen be,translator2//2274,translator,en-de,-0.25,0.689693570137023,0.8825360536575311,4,-1.75,-1.75,-5,-1,-1.75,-1,0,0,0,0,0
At last both slept: ,Endlich schliefen be,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2275,meta-llama-3-8b-instruct,en-de,-3.0,0.6162756681442261,0.5971493124961851,4,-3.0,-3.0,-5,-5,-3.0,-2,0,0,-1,-6,0
At last both slept: ,Endlich schliefen be,nllb//2276,nllb,en-de,-2.0,0.6305111646652221,0.737207353115081,4,-8.0,-9.0,-25,-5,-9.0,-6,0,-6,-1,-1,0
At last both slept: ,Endlich fielen beide,batch1_Qwen_Qwen2-beta-7B-Chat//2277,qwen2-beta-7b-chat,en-de,-17.0,0.210475116968154,0.292449653148651,4,-59.25,-16.75,-55,-5,-16.75,-7,0,-57,-10,-1,0
At last both slept: ,Endlich schliefen be,DeepL//2278,deepl,en-de,-0.25,0.733714461326599,0.86491447687149,2,-0.5,-0.5,0,0,-0.5,-1,0,0,0,0,0
At last both slept: ,Endlich schliefen si,batch1_Unbabel_TowerInstruct-7B-v0.2//2279,towerinstruct-7b-v0.2,en-de,-4.75,0.702591836452484,0.7423880100250241,3,-1.75,-3.0,-5,-5,-3.0,-2,0,-11,-5,-3,0
At last both slept: ,Endlich schliefen be,translation_gpt4o//2280,gpt4o,en-de,-0.25,0.714382290840148,0.8685501813888551,2,-0.25,-0.75,0,-1,-0.75,-2,0,0,0,0,0
At last both slept: ,Schließlich schliefe,google translate//2281,google translate,en-de,-0.25,0.7309083938598631,0.863133430480957,4,-1.75,-1.75,-5,-1,-1.75,-1,0,0,0,0,0
At last both slept: ,Schließlich schliefe,m2m//2282,m2m,en-de,-9.0,0.556881785392761,0.556526482105255,2,-9.0,-9.0,-25,-5,-9.0,-6,0,-20,-13,-3,0
"Next day, by noon, I",Am folgenden Tag war,batch1_Unbabel_TowerInstruct-7B-v0.2//2283,towerinstruct-7b-v0.2,en-de,-3.2,0.461441427469253,0.499155670404434,5,-7.4,-7.4,-25,-6,-7.4,-6,0,-10,-4,-2,0
"Next day, by noon, I","Am nächsten Tag, um ",batch1_google_gemma-1.1-7b-it//2284,gemma-1.1-7b-it,en-de,-14.0,0.256239771842956,0.308890342712402,4,-18.8,-13.0,-55,-7,-13.0,-2,-1,-44,-23,-3,0
"Next day, by noon, I","Am nächsten Tag, geg",nllb//2285,nllb,en-de,-4.8,0.417344093322753,0.405054211616516,4,-12.4,-17.6,-55,-26,-17.6,-6,0,-21,-2,-1,0
"Next day, by noon, I",Am nächsten Tage geg,translator1//2286,translator,en-de,-2.4,0.550128817558288,0.676028132438659,6,-2.4,-2.4,-5,-5,-2.4,-2,0,-12,0,0,0
"Next day, by noon, I",Am nächsten Tag zur ,translator2//2287,translator,en-de,0.0,0.489124715328216,0.6461774110794061,4,-0.4,-0.6,0,0,-0.6,-2,0,0,0,0,0
"Next day, by noon, I","Am nächsten Tag, geg",translation_gpt4o//2288,gpt4o,en-de,0.0,0.753666520118713,0.640139102935791,4,-1.4,-2.4,-5,-5,-2.4,-2,0,0,0,0,0
"Next day, by noon, I","Am nächsten Tag, bis",batch1_meta-llama_Meta-Llama-3-8B-Instruct//2289,meta-llama-3-8b-instruct,en-de,-4.2,0.408541083335876,0.45553782582283,2,-7.4,-12.4,-50,-6,-12.4,-6,0,-15,-5,-1,0
"Next day, by noon, I",Am nächsten Tag war ,google translate//2290,google translate,en-de,-0.8,0.659514784812927,0.686642587184906,5,-1.4,-1.6,-5,-1,-1.6,-2,0,-3,-1,0,0
"Next day, by noon, I","Am nächsten Tag, geg",DeepL//2291,deepl,en-de,-1.0,0.699370026588439,0.6545394659042351,4,-1.4,-2.4,-5,-6,-2.4,-1,0,0,0,0,0
"Next day, by noon, I",Am darauf folgenden ,batch1_Qwen_Qwen2-beta-7B-Chat//2292,qwen2-beta-7b-chat,en-de,-21.4,0.147883176803588,0.171519413590431,4,-13.8,-18.8,-75,-15,-18.8,-3,0,-82,-18,-3,0
"Next day, by noon, I","Am nächsten Tag, um ",m2m//2293,m2m,en-de,-8.2,0.441015928983688,0.399979829788208,4,-6.4,-7.4,-25,-5,-7.4,-6,-1,-31,-6,-4,0
"My dear Sister,

I w",Meine liebe Schweste,translator3//2294,translator,en-de,-1.3333333333333333,0.319391101598739,0.7907140254974361,4,-0.7777777777777778,-0.7777777777777778,-5,-1,-0.7777777777777778,-1,0,-11,-1,0,0
"My dear Sister,

I w","Liebe Schwester,
 

",batch1_google_gemma-1.1-7b-it//2295,gemma-1.1-7b-it,en-de,-6.111111111111111,0.184737116098403,0.37717917561531,3,-6.888888888888889,-12.444444444444445,-100,-11,-12.444444444444445,-1,0,-41,-12,-7,0
"My dear Sister,

I w",Meine liebe Schweste,translation_gpt4o//2296,gpt4o,en-de,-0.3333333333333333,0.379685819149017,0.615836381912231,4,-0.2222222222222222,-0.3333333333333333,0,-1,-0.3333333333333333,-1,0,-1,-1,-1,0
"My dear Sister,

I w",Meine liebe Schweste,google translate//2297,google translate,en-de,-2.0,0.394259214401245,0.5906355381011961,5,-0.1111111111111111,-0.7777777777777778,-5,-1,-0.7777777777777778,-1,0,-10,-6,-2,0
"My dear Sister,

I w",Meine liebe Schweste,DeepL//2298,deepl,en-de,-0.4444444444444444,0.35587790608406,0.6065983176231381,5,-0.7777777777777778,-1.3333333333333333,-5,-5,-1.3333333333333333,-2,0,-1,0,-3,0
"My dear Sister,

I w",Meine liebe Schweste,batch1_Unbabel_TowerInstruct-7B-v0.2//2299,towerinstruct-7b-v0.2,en-de,-3.888888888888889,0.276577532291412,0.42088970541954,4,-4.111111111111111,-4.111111111111111,-25,-6,-4.111111111111111,-6,0,-21,-13,-1,0
"My dear Sister,

I w",Meine liebe Schweste,batch1_Qwen_Qwen2-beta-7B-Chat//2300,qwen2-beta-7b-chat,en-de,-13.777777777777779,0.068224027752876,0.132590934634208,2,-15.777777777777779,-10.444444444444445,-80,-12,-10.444444444444445,-1,-1,-82,-26,-6,0
"My dear Sister,

I w",Liebe Schwester! Ich,translator1//2301,translator,en-de,-0.4444444444444444,0.213257387280464,0.6018826961517331,5,-1.3333333333333333,-0.7777777777777778,-5,-1,-0.7777777777777778,-1,0,-4,0,0,0
"My dear Sister,

I w",Meine liebe Schweste,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2302,meta-llama-3-8b-instruct,en-de,-5.111111111111111,0.301358610391616,0.419790387153625,4,-4.0,-4.111111111111111,-25,-6,-4.111111111111111,-6,0,-23,-20,-3,0
"My dear Sister,

I w","Mein lieber Bruder, ",nllb//2303,nllb,en-de,-2.5555555555555554,0.138943493366241,0.290314376354217,4,-3.5555555555555554,-4.111111111111111,-30,-5,-4.111111111111111,-2,0,-17,-5,-1,0
"My dear Sister,

I w",Meine innig geliebte,m2m//2304,m2m,en-de,-7.333333333333333,0.230556339025497,0.41445979475975,4,-4.111111111111111,-6.888888888888889,-50,-6,-6.888888888888889,-6,0,-49,-11,-6,0
My affection for my ,Meine Zuneigung zu m,batch1_Unbabel_TowerInstruct-7B-v0.2//2305,towerinstruct-7b-v0.2,en-de,-2.5,0.7207676172256471,0.8680067658424371,4,-9.25,-9.0,-25,-5,-9.0,-6,0,-5,-5,0,0
My affection for my ,Meine Wertschätzung ,batch1_google_gemma-1.1-7b-it//2306,gemma-1.1-7b-it,en-de,-5.25,0.7354577183723451,0.7797212600708001,4,-10.5,-9.5,-25,-6,-9.5,-6,-1,-20,0,-1,0
My affection for my ,Meine Zuneigung zu m,nllb//2307,nllb,en-de,0.0,0.849563717842102,0.869034647941589,4,-0.25,-1.5,-5,0,-1.5,-1,0,0,0,0,0
My affection for my ,Meine Zuneigung zu m,DeepL//2308,deepl,en-de,0.0,0.8852797746658321,0.921636462211608,4,-0.25,-0.5,0,0,-0.5,-2,0,0,0,0,0
My affection for my ,Meine Zuneigung zu m,google translate//2309,google translate,en-de,0.0,0.867983281612396,0.917020320892334,4,-0.5,-0.5,0,0,-0.5,-2,0,0,0,0,0
My affection for my ,Meine Zuneigung zu m,m2m//2310,m2m,en-de,-4.5,0.7830536365509031,0.7863160967826841,4,-8.0,-9.25,-26,-5,-9.25,-6,0,-12,-6,-1,0
My affection for my ,Meine Zuneigung zu d,translator1//2311,translator,en-de,-0.5,0.7876845598220821,0.8109769821166991,4,-3.0,-3.0,-5,-1,-3.0,-6,0,-2,0,0,0
My affection for my ,Meine Zuneigung für ,batch1_Qwen_Qwen2-beta-7B-Chat//2312,qwen2-beta-7b-chat,en-de,-10.5,0.261742830276489,0.6269567012786861,2,-21.75,-15.25,-50,-5,-15.25,-6,0,-31,-5,-1,0
My affection for my ,Meine Zuneigung zu m,translation_gpt4o//2313,gpt4o,en-de,0.0,0.9128394126892092,0.95577597618103,5,-0.5,-0.5,0,0,-0.5,-2,0,0,0,0,0
My affection for my ,Meine Zuneigung zu m,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2314,meta-llama-3-8b-instruct,en-de,-3.0,0.581257104873657,0.6476064920425411,4,-9.25,-9.25,-25,-5,-9.25,-6,-1,-5,-7,0,0
My affection for my ,Meine Zuneigung zu m,translator3//2315,translator,en-de,0.0,0.882101655006408,0.932644128799438,4,-1.75,-1.5,-5,0,-1.5,-1,0,0,0,0,0
So strange an accide,Uns ist etwas so Mer,translator3//2316,translator,en-de,-0.25,0.7139683961868281,0.70499187707901,4,-1.75,-1.75,-5,-1,-1.75,-1,0,0,0,0,0
So strange an accide,Ein so seltsamer Unf,m2m//2317,m2m,en-de,-4.25,0.712587416172027,0.6581265330314631,4,-7.75,-2.75,-5,-5,-2.75,-1,0,-14,-1,-2,0
So strange an accide,Ein so seltsames Sch,batch1_google_gemma-1.1-7b-it//2318,gemma-1.1-7b-it,en-de,-7.75,0.5153787732124321,0.5075114369392391,4,-9.25,-9.25,-26,-5,-9.25,-5,-1,-17,-12,-2,0
So strange an accide,Uns ist ein so merkw,DeepL//2319,deepl,en-de,-2.75,0.776152193546295,0.7649467587471,4,-1.75,-1.5,-5,0,-1.5,-1,0,-7,-2,-2,0
So strange an accide,Ein so seltsames Ere,translation_gpt4o//2320,gpt4o,en-de,-2.0,0.782533407211303,0.7799020409584041,4,-1.5,-1.75,-5,-1,-1.75,-1,0,-7,0,-1,0
So strange an accide,Etwas sehr Merkwürdi,translator1//2321,translator,en-de,-0.75,0.6193962693214411,0.6724501252174371,4,-1.75,-1.75,-5,-1,-1.75,-1,0,-3,0,0,0
So strange an accide,"So eigenartig, ein U",batch1_Unbabel_TowerInstruct-7B-v0.2//2322,towerinstruct-7b-v0.2,en-de,-7.0,0.421444684267044,0.506053984165191,4,-8.0,-8.0,-25,-5,-8.0,-2,0,-19,-6,-3,0
So strange an accide,Wir hatten einen so ,nllb//2323,nllb,en-de,-4.0,0.7195882797241211,0.721692860126495,4,-1.75,-1.75,-5,-1,-1.75,-1,0,-13,-1,-2,0
So strange an accide,Uns ist ein so selts,google translate//2324,google translate,en-de,-1.75,0.7502144575119011,0.864900827407836,4,-1.75,-1.75,-5,-1,-1.75,-1,0,-2,-2,-3,0
So strange an accide,Ein so seltsamer Zwi,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2325,meta-llama-3-8b-instruct,en-de,-7.0,0.50537621974945,0.5741056203842161,2,-8.0,-9.0,-25,-5,-9.0,-6,0,-21,-5,-3,0
So strange an accide,Wie seltsam一件 für un,batch1_Qwen_Qwen2-beta-7B-Chat//2326,qwen2-beta-7b-chat,en-de,-11.75,0.262492269277572,0.248304590582847,4,-22.0,-16.75,-50,-11,-16.75,-6,0,-27,-7,-3,0
About two o’clock th,Gegen zwei Uhr licht,translation_gpt4o//2327,gpt4o,en-de,-0.25,0.79133117198944,0.773167610168457,4,-0.5,-0.75,0,0,-0.75,-3,0,0,0,0,0
About two o’clock th,Gegen zwei Uhr hob s,translator3//2328,translator,en-de,0.0,0.7838698029518121,0.784963726997375,4,-1.5,-1.5,-5,0,-1.5,-1,0,0,0,0,0
About two o’clock th,Gegen zwei Uhr licht,DeepL//2329,deepl,en-de,-0.5,0.8187146782875061,0.767272770404815,4,-0.25,-0.5,0,0,-0.5,-2,0,0,-1,-1,0
About two o’clock th,Gegen zwei Uhr licht,batch1_Unbabel_TowerInstruct-7B-v0.2//2330,towerinstruct-7b-v0.2,en-de,-4.0,0.733722984790802,0.6928824782371521,4,-3.0,-3.25,-5,-5,-3.25,-3,0,-12,-3,-1,0
About two o’clock th,Um zwei Uhr verschwa,m2m//2331,m2m,en-de,-8.25,0.7768974304199211,0.709560692310333,4,-8.0,-9.25,-25,-6,-9.25,-6,0,-27,-6,0,0
About two o’clock th,Um zwei Uhr bedeuten,batch1_google_gemma-1.1-7b-it//2332,gemma-1.1-7b-it,en-de,-9.25,0.546707272529602,0.468954622745513,4,-10.5,-21.75,-75,-6,-21.75,-6,0,-23,-9,-5,0
About two o’clock th,Um etwa zwei UhrAnsw,batch1_Qwen_Qwen2-beta-7B-Chat//2333,qwen2-beta-7b-chat,en-de,-21.0,0.28983724117279,0.330120414495468,4,-34.5,-30.0,-100,-17,-30.0,-3,0,-51,-18,0,0
About two o’clock th,Gegen zwei Uhr licht,google translate//2334,google translate,en-de,-0.25,0.86298668384552,0.84210455417633,4,-0.25,-0.75,0,-1,-0.75,-1,0,0,0,0,0
About two o’clock th,Gegen zwei Uhr licht,translator1//2335,translator,en-de,-0.25,0.8019859790802001,0.815501630306243,4,-3.0,-1.75,-5,-1,-1.75,-1,0,0,0,0,0
About two o’clock th,Um 2 Uhr nachmittags,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2336,meta-llama-3-8b-instruct,en-de,-2.25,0.7311300039291381,0.77494066953659,4,-1.75,-3.0,-5,-5,-3.0,-2,0,-7,-2,0,0
About two o’clock th,Um etwa zwei Uhr lös,nllb//2337,nllb,en-de,0.0,0.8252520561218261,0.800104081630706,2,-0.5,-3.0,-5,-5,-3.0,-2,0,0,0,0,0
This appearance exci,Diese Erscheinung so,translator3//2338,translator,en-de,-0.3333333333333333,0.902089357376098,0.8532978296279901,5,-0.6666666666666666,-0.6666666666666666,0,0,-0.6666666666666666,-2,0,0,0,0,0
This appearance exci,Diese Erscheinung er,nllb//2339,nllb,en-de,-2.3333333333333335,0.862320780754089,0.8509476184844971,2,-8.666666666666666,-10.666666666666666,-25,-1,-10.666666666666666,-5,0,-7,0,0,0
This appearance exci,Dieses Erscheinungsb,m2m//2340,m2m,en-de,-3.3333333333333335,0.8474241495132441,0.846823394298553,3,-0.6666666666666666,-0.6666666666666666,0,0,-0.6666666666666666,-2,0,-7,-3,0,0
This appearance exci,Diese Erscheinung er,batch1_Unbabel_TowerInstruct-7B-v0.2//2341,towerinstruct-7b-v0.2,en-de,0.0,0.8903504610061641,0.9289768934249872,4,-0.3333333333333333,-0.6666666666666666,0,0,-0.6666666666666666,-2,0,0,0,0,0
This appearance exci,Diese Erscheinung er,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2342,meta-llama-3-8b-instruct,en-de,-2.6666666666666665,0.8832983970642091,0.943648099899292,4,-0.3333333333333333,-0.6666666666666666,0,0,-0.6666666666666666,-2,0,-7,0,-1,0
This appearance exci,Dieser Anblick erwec,batch1_Qwen_Qwen2-beta-7B-Chat//2343,qwen2-beta-7b-chat,en-de,-2.6666666666666665,0.785607814788818,0.8028436899185181,4,-12.0,-12.333333333333334,-30,-5,-12.333333333333334,-2,0,-2,-6,0,0
This appearance exci,Diese Erscheinung er,translator1//2344,translator,en-de,-0.6666666666666666,0.8840275406837461,0.899626612663269,4,-2.0,-3.6666666666666665,-5,-5,-3.6666666666666665,-1,0,-1,-1,0,0
This appearance exci,Dieser Anblick erreg,batch1_google_gemma-1.1-7b-it//2345,gemma-1.1-7b-it,en-de,-10.666666666666666,0.520512282848358,0.598405241966247,4,-12.0,-12.333333333333334,-30,-5,-12.333333333333334,-1,-1,-21,-11,0,0
This appearance exci,Diese Erscheinung er,translation_gpt4o//2346,gpt4o,en-de,-0.6666666666666666,0.9498691558837892,0.9756995439529412,6,-0.3333333333333333,-0.6666666666666666,0,0,-0.6666666666666666,-2,0,-1,-1,0,0
This appearance exci,Diese Erscheinung er,DeepL//2347,deepl,en-de,0.0,0.939452350139617,0.976417422294616,4,0.0,-0.3333333333333333,-1,0,-0.3333333333333333,0,0,0,0,0,0
This appearance exci,Diese Erscheinung er,google translate//2348,google translate,en-de,-0.3333333333333333,0.927511572837829,0.9310177564620972,4,0.0,-0.6666666666666666,0,0,-0.6666666666666666,-2,0,0,0,0,0
About two hours afte,Ungefähr zwei Stunde,translator3//2349,translator,en-de,-1.0,0.7821469306945801,0.8391142487525941,4,-2.3333333333333335,-2.3333333333333335,-5,-1,-2.3333333333333335,-1,0,-3,0,0,0
About two hours afte,Etwa zwei Stunden na,google translate//2350,google translate,en-de,-0.3333333333333333,0.8109724521636961,0.94442594051361,4,-0.3333333333333333,-0.6666666666666666,0,0,-0.6666666666666666,-2,0,0,0,0,0
About two hours afte,Etwa zwei Stunden na,DeepL//2351,deepl,en-de,-0.6666666666666666,0.8634958267211911,0.9388799667358392,4,-0.6666666666666666,-4.333333333333333,-5,-6,-4.333333333333333,-1,0,-1,-1,0,0
About two hours afte,Etwa zwei Stunden na,batch1_google_gemma-1.1-7b-it//2352,gemma-1.1-7b-it,en-de,-4.0,0.699722409248352,0.7282892465591431,4,-37.0,-13.666666666666666,-30,-6,-13.666666666666666,-5,0,-12,0,0,0
About two hours afte,Nach etwa zwei Stund,nllb//2353,nllb,en-de,-2.6666666666666665,0.820980787277221,0.8900877237319941,2,-10.333333333333334,-10.333333333333334,-25,-5,-10.333333333333334,-1,0,-8,0,0,0
About two hours afte,Etwa zwei Stunden da,translator1//2354,translator,en-de,-0.6666666666666666,0.85629516839981,0.930524230003356,2,-3.6666666666666665,-4.0,-5,-5,-4.0,-2,0,-2,0,0,0
About two hours afte,Gut! Hier ist die Üb,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2355,meta-llama-3-8b-instruct,en-de,-4.666666666666667,0.290527045726776,0.739561736583709,4,-10.666666666666666,-12.0,-25,-5,-12.0,-6,0,-7,-2,0,0
About two hours afte,Über zwei Stunden na,batch1_Unbabel_TowerInstruct-7B-v0.2//2356,towerinstruct-7b-v0.2,en-de,-4.0,0.6901609897613521,0.792563557624816,4,-12.0,-10.666666666666666,-25,-5,-10.666666666666666,-2,0,-10,-1,-1,0
About two hours afte,Etwa zwei Stunden na,translation_gpt4o//2357,gpt4o,en-de,-2.3333333333333335,0.8397920727729791,0.960288286209106,4,-0.3333333333333333,-2.3333333333333335,-5,-1,-2.3333333333333335,-1,0,-6,-1,0,0
About two hours afte,Etwa zwei Stunden na,batch1_Qwen_Qwen2-beta-7B-Chat//2358,qwen2-beta-7b-chat,en-de,-8.333333333333334,0.671619057655334,0.645265102386474,5,-20.666666666666668,-20.666666666666668,-55,-5,-20.666666666666668,-2,0,-22,-3,0,0
About two hours afte,Ungefähr zwei Stunde,m2m//2359,m2m,en-de,-4.333333333333333,0.8133910894393921,0.763141393661499,5,-10.333333333333334,-10.333333333333334,-25,-5,-10.333333333333334,-1,0,-12,-1,0,0
"In the morning, howe","Am Morgen, als es Li",batch1_google_gemma-1.1-7b-it//2360,gemma-1.1-7b-it,en-de,-10.6,0.7063634395599361,0.6132982969284051,2,-12.4,-12.4,-50,-10,-12.4,-2,0,-39,-12,-2,0
"In the morning, howe","Am Morgen jedoch, so",translation_gpt4o//2361,gpt4o,en-de,0.0,0.886109948158264,0.8589707612991331,5,-1.4,-1.4,-5,-1,-1.4,-1,0,0,0,0,0
"In the morning, howe","Am Morgen, kurz nach",batch1_Unbabel_TowerInstruct-7B-v0.2//2362,towerinstruct-7b-v0.2,en-de,-2.6,0.8087051510810851,0.817082285881042,4,-1.4,-1.6,-6,-1,-1.6,-1,0,-8,-5,0,0
"In the morning, howe","Als es Tag wurde, gi",translator1//2363,translator,en-de,-0.8,0.7537286281585691,0.816808342933654,4,-2.2,-1.4,-5,-1,-1.4,-1,0,-1,-3,0,0
"In the morning, howe","Am Morgen, aber比如说，d",batch1_Qwen_Qwen2-beta-7B-Chat//2364,qwen2-beta-7b-chat,en-de,-14.0,0.446950167417526,0.45833146572113,4,-13.4,-12.8,-50,-11,-12.8,-2,-1,-32,-18,-5,0
"In the morning, howe","Am Morgen, sobald es",nllb//2365,nllb,en-de,-2.4,0.836984932422637,0.7537435293197631,4,-1.4,-1.4,-5,-1,-1.4,-1,0,-4,-7,-1,0
"In the morning, howe","Am Morgen jedoch, so",DeepL//2366,deepl,en-de,-2.2,0.8955661058425901,0.817346215248107,2,-1.4,-1.4,-5,-1,-1.4,-1,0,0,-11,0,0
"In the morning, howe","Am Morgen jedoch, so",m2m//2367,m2m,en-de,-3.4,0.796505331993103,0.6959407925605771,4,-6.4,-6.4,-25,-6,-6.4,-1,0,-9,-8,0,0
"In the morning, howe",Am Morgen ging ich j,translator3//2368,translator,en-de,-0.4,0.826351642608642,0.7800301313400261,4,-1.4,-2.4,-5,-5,-2.4,-2,0,0,-2,0,0
"In the morning, howe","Am Morgen jedoch, so",batch1_meta-llama_Meta-Llama-3-8B-Instruct//2369,meta-llama-3-8b-instruct,en-de,-4.2,0.743341267108917,0.7199741601943971,4,-2.4,-7.4,-30,-5,-7.4,-2,0,-18,-2,-1,0
"In the morning, howe","Am Morgen jedoch, so",google translate//2370,google translate,en-de,-2.0,0.862085223197937,0.8193663358688351,4,-1.4,-1.4,-5,-1,-1.4,-1,0,0,-10,0,0
I am by birth a Gene,Ich bin in Genf gebo,translator1//2371,translator,en-de,-0.75,0.315048456192016,0.812519073486328,5,-14.25,-9.25,-30,-5,-9.25,-2,0,-2,0,-1,0
I am by birth a Gene,Ich bin von Geburt a,nllb//2372,nllb,en-de,-4.25,0.873887062072753,0.8575753569602961,4,-1.75,-2.75,-5,-5,-2.75,-1,0,-9,-7,-1,0
I am by birth a Gene,Als Geborener Genfer,batch1_Qwen_Qwen2-beta-7B-Chat//2373,qwen2-beta-7b-chat,en-de,-10.5,0.660755157470703,0.6465799808502191,2,-15.25,-10.5,-25,-10,-10.5,-6,-1,-35,-7,-1,0
I am by birth a Gene,Ich bin durch Geburt,batch1_google_gemma-1.1-7b-it//2374,gemma-1.1-7b-it,en-de,-4.0,0.472460776567459,0.6291849613189691,2,-11.5,-15.25,-25,-30,-15.25,-6,0,-10,-4,-2,0
I am by birth a Gene,Ich bin von Geburt G,translation_gpt4o//2375,gpt4o,en-de,-3.0,0.8346060514450071,0.9109530448913572,5,-0.25,-0.5,0,0,-0.5,-2,0,-11,0,-1,0
I am by birth a Gene,Ich bin ein Genevese,batch1_meta-llama_Meta-Llama-3-8B-Instruct//2376,meta-llama-3-8b-instruct,en-de,-4.0,0.859537482261657,0.871958255767822,4,-1.75,-2.75,-5,-5,-2.75,-1,0,-7,-7,-2,0
I am by birth a Gene,Ich bin gebürtiger G,google translate//2377,google translate,en-de,-2.0,0.855143368244171,0.875115931034088,4,-1.5,-1.5,-5,0,-1.5,-1,0,-7,-1,0,0
I am by birth a Gene,Ich bin von Geburt a,batch1_Unbabel_TowerInstruct-7B-v0.2//2378,towerinstruct-7b-v0.2,en-de,-3.5,0.850407004356384,0.8892436027526851,4,-1.75,-1.75,-5,-1,-1.75,-1,0,-7,-5,-3,0
I am by birth a Gene,Ich bin gebürtiger G,DeepL//2379,deepl,en-de,-0.5,0.867669582366943,0.919640660285949,4,-0.25,-0.5,0,-1,-0.5,-1,0,0,-2,0,0
I am by birth a Gene,Ich bin von Geburt a,m2m//2380,m2m,en-de,-9.0,0.83211874961853,0.7857785820960991,4,-1.75,-1.75,-5,-1,-1.75,-1,0,-24,-10,-2,0
I am by birth a Gene,Ich wurde in Genf ge,translator3//2381,translator,en-de,-1.75,0.7703891992568971,0.944976091384887,4,-8.0,-9.25,-30,-5,-9.25,-2,0,-7,0,0,0
Several months passe,So sehr vergingen ei,batch1_Qwen_Qwen2-beta-7B-Chat//2382,qwen2-beta-7b-chat,en-de,-14.0,0.097025491297245,0.290540158748626,4,-13.4,-17.2,-75,-5,-17.2,-6,0,-44,-15,-6,0
Several months passe,In diesem Zeitraum v,batch1_google_gemma-1.1-7b-it//2383,gemma-1.1-7b-it,en-de,-5.4,0.369822740554809,0.438351303339004,2,-7.4,-8.4,-25,-10,-8.4,-6,0,-22,-3,-2,0
Several months passe,So verstrichen einig,translator3//2384,translator,en-de,-0.2,0.7717870473861691,0.8693082332611081,4,-0.4,-1.4,-5,-1,-1.4,-1,0,0,0,0,0
